record_id,age,college_year,otheryearschool,inter_stud,start_where,rescom,homezip,homecity,homestate,homecountry,Distance to MHU,Severity,finan_dep,finan_indep,race___1,race___2,race___3,race___4,race___5,race___6,race___7,race___8,race___9,race___10,race_other,gender,gender_other,sexuality,sexuality_other,housing,housing_other,lot_1,lot_2,lot_3,lot_3R,lot_4,lot_5,lot_6,lot_7,lot_7R,lot_8,lot_9,lot_9R,lot_10,LOT_AVE_1,b5_1,b5_2,b5_2R,b5_3,b5_4,b5_4R,b5_5,b5_6,b5_6R,b5_7,b5_8,b5_8R,b5_9,b5_10,b5_10R,B_5_E_AVE,B_5_A_AVE,B_5_C_AVE,B_5_ES_AVE,B_5_O_AVE,heart_1,heart_2,heart_3,heart_4,heart_5,heart_6,heart_7,heart_8,heart_9,heart_10,heart_11,heart_12,heart_13,heart_14,heart_15,heart_16,HEART_TOT_1,ies1,ies2,ies3,ies4,ies5,ies6,ies7,IES_AVE_1,igrs_1,igrs_2,igrs_3,igrs_4,igrs_5,IGRS_AVE_1,erri_1,erri_2,erri_3,erri_4,erri_5,erri_6,erri_7,erri_8,erri_9,erri_10,erri_11,erri_12,erri_13,erri_14,erri_15,erri_16,erri_17,erri_18,erri_19,erri_20,ERRI_AVE_1,ERRI_IR_AVE_1,ERRI_DR_AVE_1,grat1,grat2,grat3,grat3R,grat4,grat5,grat6,grat6R,GRAT_AVE_1,mpss1,mpss2,mpss3,mpss4,mpss5,mpss6,mpss7,mpss8,mpss9,mpss10,mpss11,mpss12,mpss13,mpss14,mpss15,mpss16,MPSS_FAM_AVE_1,MPSS_FRI_AVE_1,MPSS_SO_AVE_1,MPSS_COM_AVE_1,MPSS_AVE_1,ptsd1,ptsd2,ptsd3,ptsd4,ptsd5,ptsd6,ptsd7,ptsd8,ptsd9,ptsd10,ptsd11,ptsd12,ptsd13,ptsd14,ptsd15,ptsd16,ptsd17,PTSD_AVE_1,ptg1,ptg2,ptg3,ptg4,ptg5,ptg6,ptg7,ptg8,ptg9,ptg10,ptg11,ptg12,ptg13,ptg14,ptg15,ptg16,ptg17,ptg18,ptg19,ptg20,ptg21,PTG_PS_AVE_1,PTG_NP_AVE_1,PTG_IR_AVE_1,PTG_SG_AVE_1,PTG_AL_AVE_1,PTG_AVE_1,record_ID_v2,lot_1_v2,lot_2_v2,lot_3_v2,lot_3R_v2,lot_4_v2,lot_5_v2,lot_6_v2,lot_7_v2,lot_7R_v2,lot_8_v2,lot_9_v2,lot_9R_v2,lot_10_v2,LOT_AVE_2,heart_1_v2,heart_2_v2,heart_3_v2,heart_4_v2,heart_5_v2,heart_6_v2,heart_7_v2,heart_8_v2,heart_9_v2,heart_10_v2,heart_11_v2,heart_10_v2,heart_13_v2,heart_14_v2,heart_15_v2,heart_16_v2,HEART_TOT_2,igrs_1_v2,igrs_2_v2,igrs_3_v2,igrs_4_v2,igrs_5_v2,IGRS_AVE_2,erri_1_v2,erri_2_v2,erri_3_v2,erri_4_v2,erri_5_v2,erri_6_v2,erri_7_v2,erri_8_v2,erri_9_v2,erri_10_v2,erri_11_v2,erri_12_v2,erri_13_v2,erri_14_v2,erri_15_v2,erri_16_v2,erri_17_v2,erri_18_v2,erri_19_v2,erri_20_v2,ERRI_AVE_2,ERRI_IR_AVE_2,ERRI_DR_AVE_2,grat1_v2,grat2_v2,grat3_v2,grat3R_v2,grat4_v2,grat5_v2,grat6_v2,grat6R_v2,GRAT_AVE_2,mpss1_v2,mpss2_v2,mpss3_v2,mpss4_v2,mpss5_v2,mpss6_v2,mpss7_v2,mpss8_v2,mpss9_v2,mpss10_v2,mpss11_v2,mpss12_v2,mpss13_v2,mpss14_v2,mpss15_v2,mpss16_v2,MPSS_FAM_AVE_2,MPSS_FRI_AVE_2,MPSS_SO_AVE_2,MPSS_COM_AVE_2,MPSS_AVE_2,ptsd1_v2,ptsd2_v2,ptsd3_v2,ptsd4_v2,ptsd5_v2,ptsd6_v2,ptsd7_v2,ptsd8_v2,ptsd9_v2,ptsd10_v2,ptsd11_v2,ptsd12_v2,ptsd13_v2,ptsd14_v2,ptsd15_v2,ptsd16_v2,ptsd17_v2,PTSD_AVE_2,ptg2_v2,ptg3_v2,ptg4_v2,ptg5_v2,ptg6_v2,ptg7_v2,ptg8_v2,ptg9_v2,ptg10_v2,ptg11_v2,ptg12_v2,ptg13_v2,ptg14_v2,ptg15_v2,ptg16_v2,ptg17_v2,ptg18_v2,ptg19_v2,ptg20_v2,ptg21_v2,ptg22_v2,PTG_PS_AVE_2,PTG_NP_AVE_2,PTG_IR_AVE_2,PTG_SG_AVE_2,PTG_AL_AVE_2,PTG_AVE_2,brs_1,brs_2,brs_2R,brs_3,brs_4,brs_4R,brs_5,brs_6,brs_6R,brs_ave,bcope1,bcope2,bcope3,bcope4,bcope5,bcope6,bcope7,bcope8,bcope9,bcope10,bcope11,bcope12,bcope13,bcope14,bcope15,bcope16,bcope17,bcope18,bcope19,bcope20,bcope21,bcope22,bcope23,bcope24,bcope25,bcope26,bcope27,bcope28,bcope_Prob,bcope_Emo,bcope_Avoid,actions___1,actions___2,actions___3,actions___4,actions___5,actions___6,actions___7,actions___8,actions___9,ActionTotal,changes,ChangesCat,hs_gpa,c_gpa
125,19,5,Freshman but am a junior with credits ,0,2,1,28645,Lenoir ,36,,57.3,,1,0,0,0,0,1,0,0,1,0,0,0,,1,,4,,1,,3,0,1,3,4,4,3,3,1,3,1,3,3,2.833333333,3,5,3,6,7,1,5,7,1,7,1,7,5,2,6,2,5,6.5,3,5.5,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,6,5,3,4,5,5,5,5,4.571428571,3,4,4,4,4,3.8,3,3,2,1,2,1,1,1,1,2,3,2,1,3,1,3,0,1,1,2,1.727272727,1.7,1.7,5,5,1,5,5,5,5,1,4.333333333,4,2,5,3,4,4,2,2,4,4,2,2,4,4,5,4,3,3,3.5,4.25,3.4375,3,1,2,5,,4,4,4,1,2,1,3,3,3,4,5,4,3.0625,4,5,4,5,4,3,2,3,1,4,4,5,5,5,4,2,3,3,5,4,3,4.75,3.6,2.857142857,3.5,4.666666667,3.714285714,2125,4,1,1,3,3,4,4,0,4,1,0,4,3,3.5,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,3,4,4,2,4,4,2,3.333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,1,4,Being more conscious of how bad hurricanes can be and hearing the stories of who was affected.,1,2,1
127,21,4,,0,1,1,33981,Port Charlotte,11,,611.1,,1,0,0,0,0,0,0,0,1,0,0,0,,1,,1,,1,,1,2,3,1,2,4,3,2,2,1,1,3,2,1.833333333,4,2,6,4,6,2,7,5,3,7,4,4,3,1,7,3.5,6.5,4,2.5,7,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,1,8,5,3,3,4,5,5,5,4.285714286,4,4,5,5,5,4.6,3,3,3,3,3,2,2,3,3,2,1,3,0,3,3,3,3,3,1,3,2.272727273,2.7,2.3,4,5,1,5,5,5,5,1,4.166666667,5,5,5,5,5,5,5,4,5,5,5,5,4,4,5,5,4.75,5,5,4.5,4.8125,4,4,4,4,3,2,5,1,3,3,1,1,2,1,4,4,4,2.941176471,3,5,2,2,5,5,1,4,2,1,5,1,5,1,4,4,4,5,3,4,5,1.75,2.6,4,5,4.333333333,3.380952381,2127,2,1,1,3,1,4,4,1,3,1,0,4,3,2.666666667,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,9,5,5,4,5,5,4.8,3,2,1,2,2,3,3,3,3,3,3,3,1,3,3,1,1,3,3,3,2.454545455,2.5,2.4,5,5,2,4,5,5,5,1,4.166666667,5,5,5,4,5,4,4,4,5,5,3,5,5,5,5,5,4,4.5,5,5,4.625,2,3,4,4,5,5,5,1,3,4,1,1,5,2,2,5,5,3.352941176,2,5,2,3,3,5,0,5,1,2,5,0,5,0,4,4,5,3,5,5,5,2.5,2.4,4.142857143,3,4,3.285714286,2,4,2,3,4,2,2,4,2,2.166666667,1,2,2,3,1,3,2,4,4,1,3,3,1,3,1,4,4,4,1,1,1,2,1,1,1,4,2,4,2.125,2.166666667,2.625,1,0,0,0,0,0,0,1,1,3,"Yes, we are considering moving to a different location because my town gets destroyed about every year",1,1,1
130,18,1,,1,1,1,3707CM,Zeist,,The Netherlands ,4231.7,,1,0,0,0,0,0,0,0,1,0,0,0,,1,,1,,1,,3,4,3,1,2,3,3,1,3,4,1,3,3,2.5,5,2,6,6,1,7,6,5,3,5,2,6,7,2,6,4,5.5,6,7,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0.363636364,0,0.4,4,4,1,5,5,4,4,2,4,3,3,5,5,3,3,4,5,4,3,5,5,3,4,4,4,5,4,3,3.75,3.9375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,2,0,1,0,0,0,0,0.75,0.4,0.285714286,0,0,0.333333333,2130,2,3,1,3,3,3,3,2,2,4,2,2,3,2.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,1.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.090909091,0,0.1,5,4,1,5,5,5,4,2,4.333333333,3,3,5,5,3,4,3,5,3,3,5,2,3,4,4,4,5,3,3,3.75,3.6875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0.75,0.6,0.428571429,0,0,0.428571429,4,2,4,5,2,4,4,2,4,4.166666667,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,1,4,4,4,3,4,3.416666667,4,0,0,0,0,0,0,0,0,0,0,No,0,1,1
132,20,6,,0,2,1,28711,Montreat,36,,19,,1,0,0,0,0,0,0,0,1,0,0,0,,1,,1,,6,Living in a house in Montreat. Grad school online,3,1,0,4,4,3,4,0,4,4,2,2,2,3.166666667,6,2,6,7,2,6,7,4,4,5,3,5,6,3,5,5,5.5,6,6,6,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,7,5,4,3,3,5,2,3,3.571428571,5,2,5,5,5,4.4,1,0,0,2,2,2,3,1,2,1,3,1,0,0,0,1,1,3,3,2,1.363636364,1.4,1.4,5,5,1,5,5,5,5,1,4.333333333,4,5,5,2,5,5,3,3,3,5,5,3,5,5,5,5,3.75,3.5,4.75,5,4.25,4,2,1,3,2,5,1,1,1,1,1,1,2,1,2,3,3,2,0,5,0,0,5,0,5,0,0,5,5,5,5,0,5,0,0,5,0,5,0,2.5,2,1.428571429,5,3.333333333,2.380952381,2132,2,3,0,4,4,4,4,0,4,4,1,3,4,3.5,0,0,0,1,1,0,1,1,1,1,0,1,0,0,1,0,8,3,1,5,2,1,2.4,3,1,1,1,1,2,2,1,3,3,3,1,0,2,2,2,2,3,2,0,1.818181818,1.8,1.7,5,5,1,5,5,5,5,1,4.333333333,5,5,5,2,5,3,5,3,5,5,3,4,5,5,5,5,3.25,4.25,5,5,4.375,3,3,2,2,2,2,2,1,1,1,1,1,2,1,1,2,2,1.705882353,3,3,3,3,3,3,3,3,3,4,3,3,4,4,5,3,3,3,3,3,3,3.25,3.2,3.285714286,3,3.333333333,3.238095238,3,4,2,1,4,2,4,2,4,2.666666667,4,1,1,4,2,4,4,4,4,2,4,4,4,4,4,4,1,4,3,1,1,1,1,1,1,4,1,4,2.25,2.583333333,3.5,0,1,1,1,1,1,0,1,1,7,not too much to note. I think that my career trajectory has evolved into a stronger desire to help those who fall below the poverty line - specifically because I am in a space where I fall drastically below the poverty line now. ,1,1,1
138,18,1,,0,1,1,28754,Mars Hill,36,,0.2,,1,0,0,0,0,0,0,0,1,0,0,0,,1,,1,,1,,2,1,3,1,3,2,4,1,3,0,1,3,3,2.5,5,2,6,6,5,3,3,6,2,5,2,6,5,5,3,3.5,5.5,6,4,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,2,1,3,3,3,2,2,2.285714286,2,4,3,2,4,3,1,1,0,0,1,0,0,1,0,0,1,0,1,2,1,1,0,1,1,2,0.909090909,0.4,1,5,5,2,4,5,5,5,1,4.166666667,4,4,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4.25,3.5,4,4,3.9375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1.117647059,1,3,3,2,4,3,0,3,2,2,3,3,3,2,3,1,2,4,3,5,1,2.5,2,2.571428571,4,2.333333333,2.523809524,2138,2,1,2,2,2,3,3,2,2,1,2,2,3,2.166666667,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,3,4,4,4,4,5,4.2,2,1,0,0,0,0,1,1,0,0,2,2,1,2,0,1,1,1,0,2,1.090909091,0.5,1.2,5,5,2,4,5,5,5,1,4.166666667,3,3,5,4,3,4,4,4,4,3,4,4,4,4,3,4,4.25,4,3,3.75,3.75,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2,2,1.133333333,2,4,0,2,4,4,0,3,1,3,3,2,3,4,5,2,2,,4,5,2,2.75,1.8,3.142857143,4,3,2.75,3,4,2,2,4,2,3,3,3,2.5,2,2,3,4,3,3,2,4,4,2,4,1,2,2,2,2,1,3,2,1,3,1,3,1,1,4,1,4,1.75,2.416666667,3,0,0,0,0,0,1,1,1,1,4,,0,1,1
141,18,1,,0,1,1,28105,Matthews,36,,113.8,,1,0,0,0,0,0,0,0,1,0,0,0,,1,,4,,1,,1,3,3,1,2,4,,1,3,3,2,2,3,2,7,2,6,5,3,5,7,3,5,6,5,3,5,3,5,6,6,4,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,1.142857143,3,3,3,3,4,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0.454545455,0,0.5,5,5,2,4,5,5,5,1,4.166666667,5,5,5,4,5,5,5,5,5,5,5,5,4,4,4,4,4.75,5,5,4,4.6875,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1.058823529,1,3,0,1,0,2,0,5,0,1,1,1,2,0,3,3,2,0,1,4,1,1,0.6,2.571428571,0,2,1.476190476,2141,1,3,2,2,3,4,2,1,3,2,1,3,3,2.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,4,4,4,5,4,4.2,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,1,1,1,1,1,0.818181818,0.1,0.9,5,5,1,5,5,5,5,1,4.333333333,5,5,5,5,5,5,5,4,5,5,5,5,4,5,4,5,4.75,5,5,4.5,4.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,2,2,4,4,2,4,3.166666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1,0,1,The Waffle House got shut down as a result of the sinkhole and that made me really sad.,1,1,2
144,18,1,,0,1,1,29803,Aiken,45,,164.2,,1,0,0,0,0,0,0,0,1,0,0,0,,1,,2,,1,,1,1,3,1,2,3,4,2,2,1,2,2,2,1.666666667,5,1,7,7,7,1,6,5,3,7,1,7,5,4,4,4,7,7,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,1,4,1,1,1,1,1,1.428571429,2,4,3,4,4,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,3,3,3,3,2.833333333,3,3,3,3,4,4,3,2,3,4,2,3,4,3,3,3,2.5,3.25,3.5,3.25,3.125,1,1,,1,4,2,3,1,5,5,5,4,5,4,3,3,4,3.1875,2,2,2,4,2,0,0,2,0,4,1,2,1,2,5,4,2,2,3,1,0,3.25,1.4,1.714285714,2,1.666666667,1.952380952,2144,0,0,3,1,1,4,3,2,2,1,1,3,1,1.333333333,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,4,3,4,3,4,4,3.6,0,0,0,0,,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0.272727273,0.111111111,0.3,4,2,3,3,2,5,5,1,2.833333333,2,2,3,3,2,5,5,1,5,2,3,5,5,3,5,4,2.5,5,2,4.25,3.4375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,2,2,1,0,0,0,4,0,4,4,0,5,2,0,3,3,0,0,3.25,0,1.142857143,2.5,2.666666667,1.619047619,4,2,4,3,2,4,4,2,4,3.833333333,2,4,4,4,4,4,4,4,4,4,4,4,2,4,2,4,4,4,4,4,4,2,4,2,4,4,2,4,4,3.166666667,3.75,1,0,0,1,1,1,1,0,0,5,An increase in anxiety,1,1,1
161,22,4,,1,1,2,,Bad Säckingen,,Germany,4471.1,,0,0,0,0,0,0,0,0,1,0,0,0,,1,,1,,2,,3,1,3,1,2,3,3,3,1,3,2,2,3,2,4,5,3,7,3,5,5,5,3,4,2,6,5,3,5,3.5,3.5,6.5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,2,2,1,2,1.571428571,2,2,2,2,2,2,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0.545454545,0.5,0.6,4,4,2,4,4,4,3,3,3.833333333,4,4,3,3,4,4,4,3,4,4,3,4,4,3,4,3,3,4,4,3.5,3.625,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1.058823529,1,3,1,1,1,1,0,0,0,3,1,1,1,0,0,1,1,1,1,0,0,1.5,0.6,0.285714286,1,1.666666667,0.857142857,2161,1,1,3,1,1,3,3,3,1,3,3,1,2,1.166666667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,2.4,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0.272727273,0.3,0.3,4,4,2,4,4,4,4,2,3.666666667,4,4,3,3,4,4,4,3,4,4,3,4,4,2,3,4,3,4,4,3.25,3.5625,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,2,1,1,1,3,2,3,3,0,1,3,2,3,3,2,2,3,1.4,1.714285714,2.5,3,2.142857143,4,2,4,3,2,4,3,2,4,3.666666667,3,4,3,4,4,4,4,4,4,3,4,4,3,4,4,4,4,3,4,3,3,3,4,2,3,4,3,3,3.75,3.25,3.75,0,0,0,0,0,1,0,1,0,2,no,0,2,1
163,22,4,,0,1,1,27513,Cary,36,,210,,1,0,0,0,0,0,0,0,1,0,0,0,,1,,1,,1,,2,3,1,3,3,3,3,1,3,3,1,3,3,2.833333333,6,5,3,6,5,3,6,3,5,5,2,6,5,2,6,5.5,4,6,4,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,4,2,4,4,3,1,0,0,0,0,0,0,0,0,0,1,0,2,2,2,1,2,1,2,1,1.272727273,0.1,1.4,5,5,1,5,5,5,5,1,4.333333333,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,4,3,4,2,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,3.4,4,2.5,3,3.571428571,2163,2,1,2,2,3,3,3,2,2,1,1,3,3,2.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,4,4,4,4,4,4,2,1,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,1,1,0.818181818,0.3,0.9,4,4,2,4,4,4,4,2,3.666666667,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,1,4,2,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,3.6,4,0.5,3.333333333,3.476190476,4,2,4,4,2,4,3,2,4,3.833333333,3,3,4,4,2,4,2,4,4,3,4,3,4,4,3,4,3,4,4,3,4,4,4,3,3,4,4,4,3.125,3.583333333,3.875,0,0,0,0,0,1,1,1,1,4,Last semester I felt more behind in school and overwhelmed. For the most part I feel okay now.,1,1,1
165,18,1,,0,1,1,28270,Charlotte ,36,,104.4,,1,0,0,0,0,0,0,0,1,0,0,0,,1,,1,,1,,2,2,1,3,2,3,3,2,2,1,1,3,2,2.333333333,5,6,2,6,6,2,6,6,2,6,1,7,3,4,4,3.5,4,6.5,2.5,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,1,2,1,1,1,1,1,1.142857143,1,3,3,3,3,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.181818182,0,0.2,4,3,2,4,4,4,4,2,3.5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3.75,3.9375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.6,2,1.5,2,1.857142857,2165,2,0,3,1,1,3,3,3,1,1,3,1,1,1.166666667,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,4,3,4,4,4,3.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0.454545455,0,0.5,3,2,4,2,4,4,3,3,3,2,2,3,3,2,3,3,3,3,3,4,4,3,2,2,2,3.25,3.25,2.25,2.25,2.75,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1.294117647,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,2,4,2,2,4,2,2.166666667,2,2,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,4,4,4,3.75,3.583333333,3.5,0,0,0,0,0,0,0,1,0,1,,0,1,1
167,19,1,,1,1,1,11522,Stockholm,,Sweden,4470.8,,1,0,0,0,0,0,0,0,1,0,0,0,,1,,1,,1,,3,1,2,2,3,4,4,2,2,2,1,3,3,2.666666667,5,5,3,7,5,3,5,6,2,6,3,5,5,3,5,3.5,4.5,6,4,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,2,1,1,1,1,1,1.285714286,3,3,3,3,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.090909091,0.1,0.1,4,4,1,5,4,4,4,2,3.833333333,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1.058823529,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2.666666667,2.952380952,2167,3,1,2,2,2,3,3,2,2,1,1,3,3,2.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,2,2,2,4,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0.363636364,0,0.4,4,4,2,4,4,4,4,2,3.666666667,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1.058823529,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,2,3,2.904761905,4,3,3,4,2,4,4,2,4,3.833333333,2,3,2,4,2,4,4,4,4,3,4,3,4,3,3,4,2,3,2,2,3,4,3,3,3,4,4,4,3,3.333333333,3.25,0,0,0,0,0,0,0,1,0,1,I have more food and cash at home.,1,1,1
177,21,3,,0,1,2,28714,Burnsville (Pensacola),36,,15.4,,1,0,0,0,0,0,0,0,1,0,0,0,,2,,1,,4,,2,1,3,1,3,4,4,1,3,3,1,3,3,2.5,4,2,6,6,2,6,5,6,2,6,3,5,5,2,6,3,6,5.5,5.5,5.5,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,13,4,5,4,4,4,3,3,3.857142857,3,4,4,3,4,3.6,3,3,3,3,3,3,3,3,3,3,3,3,1,3,1,3,3,2,1,1,2.181818182,3,2.1,5,5,1,5,5,5,5,1,4.333333333,3,2,4,3,3,4,4,3,3,3,4,3,4,3,4,4,3.5,3.5,2.75,3.75,3.375,4,4,5,4,3,3,3,1,2,4,2,1,5,1,4,4,4,3.176470588,5,5,3,4,4,4,3,5,1,4,3,3,5,3,4,4,4,4,3,5,3,3.5,3.2,3.714285714,4,5,3.761904762,2177,4,3,2,2,3,4,3,1,3,3,1,3,3,3,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,10,3,3,3,3,3,3,2,3,3,3,2,3,2,2,2,2,3,3,1,3,3,3,3,2,2,1,2.363636364,2.4,2.4,5,5,1,5,5,5,5,1,4.333333333,2,2,4,4,2,4,4,4,4,3,4,4,4,4,3,4,4,4,2.25,3.75,3.5,2,3,3,2,3,2,1,1,1,2,2,1,3,1,2,3,2,2,5,5,4,4,3,5,4,4,1,4,4,4,5,3,5,4,3,3,3,4,2,3.75,3.6,3.571428571,3,5,3.761904762,4,2,4,3,2,4,3,2,4,3.666666667,2,2,4,4,2,3,2,4,4,2,4,2,3,3,3,4,1,2,2,1,3,1,3,1,2,4,1,3,2.125,2.333333333,3.375,0,0,0,0,0,1,1,1,1,4,,0,1,1
178,19,1,,1,1,1,83245,Östersund,,Sweden,1649.5,,1,0,0,0,0,0,0,0,1,0,0,0,,1,,1,,1,,3,1,1,3,4,3,4,2,2,2,1,3,3,3,6,5,3,6,3,5,6,2,6,5,1,7,5,2,6,6,4,6.5,5,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,1,2,1,2,1,1,1.428571429,3,2,2,4,4,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,0,1,1,2,0.727272727,0.1,0.8,5,5,1,5,5,5,5,1,4.333333333,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,3,5,5,5,3.5,4.625,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1.117647059,4,3,0,3,0,3,0,0,2,3,1,0,3,0,0,0,3,0,0,0,3,1.5,0.8,1.142857143,0,3.333333333,1.333333333,2178,3,2,1,3,4,4,3,1,3,2,2,2,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,3,3,2,3,2.8,1,0,1,0,1,0,1,1,0,0,0,1,1,2,1,2,0,1,2,2,1.090909091,0.5,1.2,5,5,1,5,5,5,5,1,4.333333333,3,4,4,4,3,5,5,3,5,3,3,5,5,5,5,4,3.5,5,3.25,4.75,4.125,2,2,3,4,3,4,3,2,2,2,2,2,2,1,2,1,1,2.235294118,2,4,1,2,0,5,4,3,3,3,3,3,4,2,3,2,3,0,4,4,3,3,2.6,3.285714286,0,3.333333333,2.761904762,4,2,4,4,2,4,3,3,3,3.666666667,2,3,3,4,1,1,1,3,3,1,4,2,2,2,1,4,2,2,3,2,2,4,1,2,3,4,4,3,1.875,2.5,3,0,0,0,0,0,0,0,1,0,1,No,0,1,1
